medium	description	compound	name
pro__L_medium	M9 medium containing L-Proline as sole carbon source	ca2	Ca2+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	cl	Cl-
pro__L_medium	M9 medium containing L-Proline as sole carbon source	cobalt2	Co2+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	cu2	Cu2+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	fe2	Fe2+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	fe3	Fe3+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	h2o	H2O
pro__L_medium	M9 medium containing L-Proline as sole carbon source	h	H+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	k	K+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	mg2	Mg
pro__L_medium	M9 medium containing L-Proline as sole carbon source	mn2	Mn2+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	mobd	Molybdate
pro__L_medium	M9 medium containing L-Proline as sole carbon source	na1	Na+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	nh4	Ammonium
pro__L_medium	M9 medium containing L-Proline as sole carbon source	ni2	Ni2+
pro__L_medium	M9 medium containing L-Proline as sole carbon source	o2	O2
pro__L_medium	M9 medium containing L-Proline as sole carbon source	pi	Phosphate
pro__L_medium	M9 medium containing L-Proline as sole carbon source	so4	Sulfate
pro__L_medium	M9 medium containing L-Proline as sole carbon source	zn2	Zn2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	mnl	D-Mannitol
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	ca2	Ca2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	cl	Cl-
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	cobalt2	Co2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	cu2	Cu2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	fe2	Fe2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	fe3	Fe3+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	h2o	H2O
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	h	H+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	k	K+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	mg2	Mg
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	mn2	Mn2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	mobd	Molybdate
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	na1	Na+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	nh4	Ammonium
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	ni2	Ni2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	o2	O2
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	pi	Phosphate
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	so4	Sulfate
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	zn2	Zn2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	glu__L	L-Glutamic Acid
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	ca2	Ca2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	cl	Cl-
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	cobalt2	Co2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	cu2	Cu2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	fe2	Fe2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	fe3	Fe3+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	h2o	H2O
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	h	H+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	k	K+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	mg2	Mg
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	mn2	Mn2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	mobd	Molybdate
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	na1	Na+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	nh4	Ammonium
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	ni2	Ni2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	o2	O2
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	pi	Phosphate
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	so4	Sulfate
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	zn2	Zn2+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	glcur	D-Glucuronic Acid
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	ca2	Ca2+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	cl	Cl-
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	cobalt2	Co2+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	cu2	Cu2+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	fe2	Fe2+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	fe3	Fe3+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	h2o	H2O
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	h	H+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	k	K+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	mg2	Mg
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	mn2	Mn2+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	mobd	Molybdate
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	na1	Na+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	nh4	Ammonium
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	ni2	Ni2+
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	o2	O2
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	pi	Phosphate
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	so4	Sulfate
glcur_medium	M9 medium containing D-Glucuronic Acid as sole carbon source	zn2	Zn2+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	glcn	D-Gluconic Acid
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	ca2	Ca2+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	cl	Cl-
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	cobalt2	Co2+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	cu2	Cu2+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	fe2	Fe2+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	fe3	Fe3+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	h2o	H2O
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	h	H+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	k	K+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	mg2	Mg
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	mn2	Mn2+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	mobd	Molybdate
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	na1	Na+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	nh4	Ammonium
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	ni2	Ni2+
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	o2	O2
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	pi	Phosphate
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	so4	Sulfate
glcn_medium	M9 medium containing D-Gluconic Acid as sole carbon source	zn2	Zn2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	lac__L	L-Lactic Acid
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	ca2	Ca2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	cl	Cl-
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	cobalt2	Co2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	cu2	Cu2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	fe2	Fe2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	fe3	Fe3+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	h2o	H2O
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	h	H+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	k	K+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	mg2	Mg
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	mn2	Mn2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	mobd	Molybdate
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	na1	Na+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	nh4	Ammonium
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	ni2	Ni2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	o2	O2
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	pi	Phosphate
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	so4	Sulfate
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	zn2	Zn2+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	mal__D	D,L-Malic Acid
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	ca2	Ca2+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	cl	Cl-
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	cobalt2	Co2+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	cu2	Cu2+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	fe2	Fe2+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	fe3	Fe3+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	h2o	H2O
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	h	H+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	k	K+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	mg2	Mg
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	mn2	Mn2+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	mobd	Molybdate
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	na1	Na+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	nh4	Ammonium
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	ni2	Ni2+
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	o2	O2
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	pi	Phosphate
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	so4	Sulfate
mal__D_medium	M9 medium containing D,L-Malic Acid as sole carbon source	zn2	Zn2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	fru	D-Fructose
fru_medium	M9 medium containing D-Fructose as sole carbon source	ca2	Ca2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	cl	Cl-
fru_medium	M9 medium containing D-Fructose as sole carbon source	cobalt2	Co2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	cu2	Cu2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	fe2	Fe2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	fe3	Fe3+
fru_medium	M9 medium containing D-Fructose as sole carbon source	h2o	H2O
fru_medium	M9 medium containing D-Fructose as sole carbon source	h	H+
fru_medium	M9 medium containing D-Fructose as sole carbon source	k	K+
fru_medium	M9 medium containing D-Fructose as sole carbon source	mg2	Mg
fru_medium	M9 medium containing D-Fructose as sole carbon source	mn2	Mn2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	mobd	Molybdate
fru_medium	M9 medium containing D-Fructose as sole carbon source	na1	Na+
fru_medium	M9 medium containing D-Fructose as sole carbon source	nh4	Ammonium
fru_medium	M9 medium containing D-Fructose as sole carbon source	ni2	Ni2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	o2	O2
fru_medium	M9 medium containing D-Fructose as sole carbon source	pi	Phosphate
fru_medium	M9 medium containing D-Fructose as sole carbon source	so4	Sulfate
fru_medium	M9 medium containing D-Fructose as sole carbon source	zn2	Zn2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	ac	Acetic Acid
ac_medium	M9 medium containing Acetic Acid as sole carbon source	ca2	Ca2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	cl	Cl-
ac_medium	M9 medium containing Acetic Acid as sole carbon source	cobalt2	Co2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	cu2	Cu2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	fe2	Fe2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	fe3	Fe3+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	h2o	H2O
ac_medium	M9 medium containing Acetic Acid as sole carbon source	h	H+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	k	K+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	mg2	Mg
ac_medium	M9 medium containing Acetic Acid as sole carbon source	mn2	Mn2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	mobd	Molybdate
ac_medium	M9 medium containing Acetic Acid as sole carbon source	na1	Na+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	nh4	Ammonium
ac_medium	M9 medium containing Acetic Acid as sole carbon source	ni2	Ni2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	o2	O2
ac_medium	M9 medium containing Acetic Acid as sole carbon source	pi	Phosphate
ac_medium	M9 medium containing Acetic Acid as sole carbon source	so4	Sulfate
ac_medium	M9 medium containing Acetic Acid as sole carbon source	zn2	Zn2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	glc__D	alpha-D-Glucose
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	ca2	Ca2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	cl	Cl-
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	cobalt2	Co2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	cu2	Cu2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	fe2	Fe2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	fe3	Fe3+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	h2o	H2O
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	h	H+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	k	K+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	mg2	Mg
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	mn2	Mn2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	mobd	Molybdate
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	na1	Na+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	nh4	Ammonium
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	ni2	Ni2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	o2	O2
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	pi	Phosphate
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	so4	Sulfate
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	zn2	Zn2+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	asn__L	L-Asparagine
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	ca2	Ca2+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	cl	Cl-
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	cobalt2	Co2+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	cu2	Cu2+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	fe2	Fe2+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	fe3	Fe3+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	h2o	H2O
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	h	H+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	k	K+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	mg2	Mg
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	mn2	Mn2+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	mobd	Molybdate
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	na1	Na+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	nh4	Ammonium
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	ni2	Ni2+
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	o2	O2
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	pi	Phosphate
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	so4	Sulfate
asn__L_medium	M9 medium containing L-Asparagine as sole carbon source	zn2	Zn2+
uri_medium	M9 medium containing Uridine as sole carbon source	uri	Uridine
uri_medium	M9 medium containing Uridine as sole carbon source	ca2	Ca2+
uri_medium	M9 medium containing Uridine as sole carbon source	cl	Cl-
uri_medium	M9 medium containing Uridine as sole carbon source	cobalt2	Co2+
uri_medium	M9 medium containing Uridine as sole carbon source	cu2	Cu2+
uri_medium	M9 medium containing Uridine as sole carbon source	fe2	Fe2+
uri_medium	M9 medium containing Uridine as sole carbon source	fe3	Fe3+
uri_medium	M9 medium containing Uridine as sole carbon source	h2o	H2O
uri_medium	M9 medium containing Uridine as sole carbon source	h	H+
uri_medium	M9 medium containing Uridine as sole carbon source	k	K+
uri_medium	M9 medium containing Uridine as sole carbon source	mg2	Mg
uri_medium	M9 medium containing Uridine as sole carbon source	mn2	Mn2+
uri_medium	M9 medium containing Uridine as sole carbon source	mobd	Molybdate
uri_medium	M9 medium containing Uridine as sole carbon source	na1	Na+
uri_medium	M9 medium containing Uridine as sole carbon source	nh4	Ammonium
uri_medium	M9 medium containing Uridine as sole carbon source	ni2	Ni2+
uri_medium	M9 medium containing Uridine as sole carbon source	o2	O2
uri_medium	M9 medium containing Uridine as sole carbon source	pi	Phosphate
uri_medium	M9 medium containing Uridine as sole carbon source	so4	Sulfate
uri_medium	M9 medium containing Uridine as sole carbon source	zn2	Zn2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	akg	alpha-Keto-Glutaric Acid
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	ca2	Ca2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	cl	Cl-
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	cobalt2	Co2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	cu2	Cu2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	fe2	Fe2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	fe3	Fe3+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	h2o	H2O
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	h	H+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	k	K+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	mg2	Mg
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	mn2	Mn2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	mobd	Molybdate
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	na1	Na+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	nh4	Ammonium
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	ni2	Ni2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	o2	O2
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	pi	Phosphate
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	so4	Sulfate
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	zn2	Zn2+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	gln__L	L-Glutamine
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	ca2	Ca2+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	cl	Cl-
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	cobalt2	Co2+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	cu2	Cu2+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	fe2	Fe2+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	fe3	Fe3+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	h2o	H2O
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	h	H+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	k	K+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	mg2	Mg
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	mn2	Mn2+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	mobd	Molybdate
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	na1	Na+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	nh4	Ammonium
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	ni2	Ni2+
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	o2	O2
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	pi	Phosphate
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	so4	Sulfate
gln__L_medium	M9 medium containing L-Glutamine as sole carbon source	zn2	Zn2+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	gly_asp__L	Glycyl-L-Aspartic Acid
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	ca2	Ca2+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	cl	Cl-
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	cobalt2	Co2+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	cu2	Cu2+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	fe2	Fe2+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	fe3	Fe3+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	h2o	H2O
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	h	H+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	k	K+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	mg2	Mg
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	mn2	Mn2+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	mobd	Molybdate
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	na1	Na+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	nh4	Ammonium
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	ni2	Ni2+
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	o2	O2
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	pi	Phosphate
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	so4	Sulfate
gly_asp__L_medium	M9 medium containing Glycyl-L-Aspartic Acid as sole carbon source	zn2	Zn2+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	glx	Glyoxylic Acid
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	ca2	Ca2+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	cl	Cl-
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	cobalt2	Co2+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	cu2	Cu2+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	fe2	Fe2+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	fe3	Fe3+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	h2o	H2O
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	h	H+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	k	K+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	mg2	Mg
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	mn2	Mn2+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	mobd	Molybdate
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	na1	Na+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	nh4	Ammonium
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	ni2	Ni2+
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	o2	O2
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	pi	Phosphate
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	so4	Sulfate
glx_medium	M9 medium containing Glyoxylic Acid as sole carbon source	zn2	Zn2+
cit_medium	M9 medium containing Citric Acid as sole carbon source	cit	Citric Acid
cit_medium	M9 medium containing Citric Acid as sole carbon source	ca2	Ca2+
cit_medium	M9 medium containing Citric Acid as sole carbon source	cl	Cl-
cit_medium	M9 medium containing Citric Acid as sole carbon source	cobalt2	Co2+
cit_medium	M9 medium containing Citric Acid as sole carbon source	cu2	Cu2+
cit_medium	M9 medium containing Citric Acid as sole carbon source	fe2	Fe2+
cit_medium	M9 medium containing Citric Acid as sole carbon source	fe3	Fe3+
cit_medium	M9 medium containing Citric Acid as sole carbon source	h2o	H2O
cit_medium	M9 medium containing Citric Acid as sole carbon source	h	H+
cit_medium	M9 medium containing Citric Acid as sole carbon source	k	K+
cit_medium	M9 medium containing Citric Acid as sole carbon source	mg2	Mg
cit_medium	M9 medium containing Citric Acid as sole carbon source	mn2	Mn2+
cit_medium	M9 medium containing Citric Acid as sole carbon source	mobd	Molybdate
cit_medium	M9 medium containing Citric Acid as sole carbon source	na1	Na+
cit_medium	M9 medium containing Citric Acid as sole carbon source	nh4	Ammonium
cit_medium	M9 medium containing Citric Acid as sole carbon source	ni2	Ni2+
cit_medium	M9 medium containing Citric Acid as sole carbon source	o2	O2
cit_medium	M9 medium containing Citric Acid as sole carbon source	pi	Phosphate
cit_medium	M9 medium containing Citric Acid as sole carbon source	so4	Sulfate
cit_medium	M9 medium containing Citric Acid as sole carbon source	zn2	Zn2+
inost_medium	M9 medium containing m-Inositol as sole carbon source	inost	m-Inositol
inost_medium	M9 medium containing m-Inositol as sole carbon source	ca2	Ca2+
inost_medium	M9 medium containing m-Inositol as sole carbon source	cl	Cl-
inost_medium	M9 medium containing m-Inositol as sole carbon source	cobalt2	Co2+
inost_medium	M9 medium containing m-Inositol as sole carbon source	cu2	Cu2+
inost_medium	M9 medium containing m-Inositol as sole carbon source	fe2	Fe2+
inost_medium	M9 medium containing m-Inositol as sole carbon source	fe3	Fe3+
inost_medium	M9 medium containing m-Inositol as sole carbon source	h2o	H2O
inost_medium	M9 medium containing m-Inositol as sole carbon source	h	H+
inost_medium	M9 medium containing m-Inositol as sole carbon source	k	K+
